                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1629,                 1.3757,                 1.4297,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.067113,              0.0003322,              0.0003322
                      2,                 1.1198,                 1.0487,                 1.4299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.034106,             0.00065894,             0.00065894
                      3,                 1.1023,                 0.9831,                 1.4084,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010929,             0.00097908,             0.00097908
                      4,                 1.0858,                0.96282,                 1.4079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.0557,                 0.8959,                 1.3802,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009604,              0.0009604,              0.0009604
                      6,                 1.0226,                0.83889,                 1.3695,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009505,              0.0009505,              0.0009505
                      7,                0.99959,                0.80673,                 1.3549,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009406,              0.0009406,              0.0009406
                      8,                0.96585,                0.77328,                 1.3244,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009307,              0.0009307,              0.0009307
                      9,                0.95123,                0.74578,                 1.3214,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009208,              0.0009208,              0.0009208
                     10,                0.94074,                0.73319,                 1.3038,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009109,              0.0009109,              0.0009109
                     11,                0.92667,                0.71358,                 1.3035,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000901,               0.000901,               0.000901
                     12,                0.91139,                0.70334,                 1.2894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008911,              0.0008911,              0.0008911
                     13,                0.89312,                0.68045,                 1.2771,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008812,              0.0008812,              0.0008812
                     14,                0.88707,                0.67631,                 1.2626,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008713,              0.0008713,              0.0008713
                     15,                0.88015,                0.66004,                 1.2581,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008614,              0.0008614,              0.0008614
                     16,                0.86347,                0.64272,                 1.2535,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008515,              0.0008515,              0.0008515
                     17,                 0.8585,                0.63571,                 1.2391,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008416,              0.0008416,              0.0008416
                     18,                0.84048,                0.62232,                  1.232,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008317,              0.0008317,              0.0008317
                     19,                0.82998,                 0.6123,                 1.2264,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008218,              0.0008218,              0.0008218
                     20,                0.82877,                0.60787,                 1.2287,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008119,              0.0008119,              0.0008119
                     21,                0.82215,                0.60445,                 1.2211,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000802,               0.000802,               0.000802
                     22,                0.79986,                0.58099,                 1.1965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007921,              0.0007921,              0.0007921
                     23,                0.79992,                0.58426,                 1.2117,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007822,              0.0007822,              0.0007822
                     24,                0.78996,                 0.5728,                 1.2017,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007723,              0.0007723,              0.0007723
                     25,                 0.7734,                0.56793,                 1.2006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007624,              0.0007624,              0.0007624
                     26,                0.77821,                0.56133,                 1.1928,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007525,              0.0007525,              0.0007525
                     27,                0.76765,                0.55788,                 1.1935,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007426,              0.0007426,              0.0007426
                     28,                0.76251,                0.54545,                   1.19,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007327,              0.0007327,              0.0007327
                     29,                0.75602,                0.54226,                 1.1785,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007228,              0.0007228,              0.0007228
                     30,                0.74812,                0.54223,                 1.1733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007129,              0.0007129,              0.0007129
                     31,                0.74871,                0.53657,                 1.1651,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000703,               0.000703,               0.000703
                     32,                0.74147,                0.52809,                 1.1676,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006931,              0.0006931,              0.0006931
                     33,                 0.7318,                0.51927,                 1.1627,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006832,              0.0006832,              0.0006832
                     34,                0.72341,                0.51063,                 1.1522,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006733,              0.0006733,              0.0006733
                     35,                0.72102,                0.51238,                 1.1537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006634,              0.0006634,              0.0006634
                     36,                0.71798,                  0.514,                 1.1541,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006535,              0.0006535,              0.0006535
                     37,                0.71541,                0.51314,                 1.1432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006436,              0.0006436,              0.0006436
                     38,                 0.7076,                0.49489,                 1.1406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006337,              0.0006337,              0.0006337
                     39,                0.71007,                0.49577,                 1.1432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006238,              0.0006238,              0.0006238
                     40,                0.69839,                0.49027,                  1.139,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006139,              0.0006139,              0.0006139
                     41,                0.69964,                0.48905,                 1.1386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000604,               0.000604,               0.000604
                     42,                0.68736,                0.47889,                 1.1278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005941,              0.0005941,              0.0005941
                     43,                0.68516,                0.47389,                 1.1238,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005842,              0.0005842,              0.0005842
                     44,                0.68437,                0.47484,                 1.1274,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005743,              0.0005743,              0.0005743
                     45,                0.69139,                0.47709,                 1.1308,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005644,              0.0005644,              0.0005644
                     46,                0.67502,                 0.4704,                 1.1264,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005545,              0.0005545,              0.0005545
                     47,                0.67483,                0.46858,                 1.1188,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005446,              0.0005446,              0.0005446
                     48,                0.66719,                0.45825,                 1.1225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005347,              0.0005347,              0.0005347
                     49,                0.66331,                0.45808,                 1.1117,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005248,              0.0005248,              0.0005248
                     50,                0.65703,                0.45388,                 1.0987,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005149,              0.0005149,              0.0005149
                     51,                0.65344,                0.44755,                  1.101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000505,               0.000505,               0.000505
                     52,                 0.6528,                0.44522,                 1.1039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004951,              0.0004951,              0.0004951
                     53,                0.64482,                0.43929,                  1.098,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004852,              0.0004852,              0.0004852
                     54,                0.64069,                0.43761,                 1.0941,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004753,              0.0004753,              0.0004753
                     55,                0.64178,                0.43716,                 1.0947,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004654,              0.0004654,              0.0004654
                     56,                0.64139,                0.43198,                 1.0934,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004555,              0.0004555,              0.0004555
                     57,                0.63393,                 0.4316,                 1.0843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004456,              0.0004456,              0.0004456
                     58,                0.63226,                0.42434,                  1.089,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004357,              0.0004357,              0.0004357
                     59,                0.62934,                0.42285,                 1.0809,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004258,              0.0004258,              0.0004258
                     60,                0.62694,                0.41922,                 1.0882,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004159,              0.0004159,              0.0004159
                     61,                0.62165,                 0.4157,                 1.0905,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000406,               0.000406,               0.000406
                     62,                0.61812,                 0.4168,                  1.088,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003961,              0.0003961,              0.0003961
                     63,                 0.6197,                0.41686,                 1.0835,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003862,              0.0003862,              0.0003862
                     64,                0.61305,                 0.4122,                 1.0838,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003763,              0.0003763,              0.0003763
                     65,                0.62057,                0.40941,                 1.0824,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003664,              0.0003664,              0.0003664
                     66,                0.60908,                0.40707,                 1.0806,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003565,              0.0003565,              0.0003565
                     67,                0.60342,                0.39732,                 1.0746,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003466,              0.0003466,              0.0003466
                     68,                0.60216,                0.39828,                 1.0737,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003367,              0.0003367,              0.0003367
                     69,                0.59856,                0.39398,                 1.0678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003268,              0.0003268,              0.0003268
                     70,                0.59478,                0.39348,                 1.0634,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003169,              0.0003169,              0.0003169
                     71,                0.59205,                0.38389,                 1.0603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000307,               0.000307,               0.000307
                     72,                0.58855,                 0.3833,                 1.0561,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002971,              0.0002971,              0.0002971
                     73,                0.58516,                0.38299,                 1.0508,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002872,              0.0002872,              0.0002872
                     74,                0.58029,                0.37815,                 1.0552,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002773,              0.0002773,              0.0002773
                     75,                0.58383,                0.38109,                 1.0655,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002674,              0.0002674,              0.0002674
                     76,                0.58396,                0.37902,                 1.0573,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002575,              0.0002575,              0.0002575
                     77,                0.57747,                0.37268,                 1.0523,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002476,              0.0002476,              0.0002476
                     78,                0.56964,                0.36821,                 1.0456,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002377,              0.0002377,              0.0002377
                     79,                0.57265,                0.36902,                 1.0509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002278,              0.0002278,              0.0002278
                     80,                0.56781,                0.36921,                 1.0481,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002179,              0.0002179,              0.0002179
                     81,                0.55938,                0.36081,                 1.0421,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000208,               0.000208,               0.000208
                     82,                0.56008,                0.35909,                 1.0466,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001981,              0.0001981,              0.0001981
                     83,                0.56134,                0.35964,                 1.0502,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001882,              0.0001882,              0.0001882
                     84,                0.55301,                0.35444,                 1.0421,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001783,              0.0001783,              0.0001783
                     85,                0.55075,                0.35115,                 1.0401,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001684,              0.0001684,              0.0001684
                     86,                0.55103,                0.35003,                 1.0357,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001585,              0.0001585,              0.0001585
                     87,                0.55082,                 0.3524,                 1.0409,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001486,              0.0001486,              0.0001486
                     88,                0.54387,                0.34856,                 1.0381,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001387,              0.0001387,              0.0001387
                     89,                0.54096,                 0.3446,                 1.0389,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001288,              0.0001288,              0.0001288
                     90,                 0.5403,                  0.344,                 1.0371,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001189,              0.0001189,              0.0001189
                     91,                0.73612,                0.41406,                 1.1432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000109,               0.000109,               0.000109
                     92,                0.72937,                0.40286,                 1.1388,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.72492,                0.39676,                 1.1342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.72303,                0.39321,                 1.1307,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.72224,                0.39514,                 1.1256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.71203,                0.38838,                 1.1195,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.70917,                0.38175,                  1.122,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.71049,                 0.3814,                 1.1245,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.70913,                0.38159,                 1.1217,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.70332,                0.37481,                 1.1175,                0.96108,                0.91564,                0.96209,                0.78071,                0.70751,                0.32826,                 1.0938,               1.99e-05,               1.99e-05,               1.99e-05
